"pan_number","status"
"RBX4323","Invalid PAN"
"QFZUO2996D","Invalid PAN"
"KOXES6930E","Valid PAN"
"ENSUH7135W","Valid PAN"
"VGXTE6070R","Valid PAN"
"QSZWS3434A","Valid PAN"
"EQT2409","Invalid PAN"
"VXYMT4479T","Invalid PAN"
"QDMD89085I","Invalid PAN"
"PZIJF55185N","Invalid PAN"
"BNQUN1747C","Valid PAN"
"WBOC18135C","Invalid PAN"
"SIKTF5078K","Valid PAN"
"VCOXQ6284Z","Valid PAN"
"ACQJO5921Z","Valid PAN"
"MMLQK10194W","Invalid PAN"
"TTUBN01973S","Invalid PAN"
"MIMZN1618L","Valid PAN"
"GDCFA40783E","Invalid PAN"
"FAVVX027!R","Invalid PAN"
"ULFCU6536N","Valid PAN"
"IGZ9632","Invalid PAN"
"BCKL46195L","Invalid PAN"
"SVNWN4290F","Valid PAN"
"ICHXE073!Y","Invalid PAN"
"UNML28442C","Invalid PAN"
"KFKXE6182V","Valid PAN"
"XDKOX3165C","Valid PAN"
"YGXG98454P","Invalid PAN"
"HFNNK8828M","Invalid PAN"
"LYVFO6777R","Invalid PAN"
"UEGWY5561Z","Invalid PAN"
"APPCW1746D","Invalid PAN"
"YDCXI8941S","Valid PAN"
"ICAIO25892L","Invalid PAN"
"MDMZP8175T","Valid PAN"
"WOADM4314N","Valid PAN"
"HMVCH84589R","Invalid PAN"
"BZTBK8738Q","Valid PAN"
"RUHS78832S","Invalid PAN"
"JZTJX8685E","Valid PAN"
"EQY2189","Invalid PAN"
"UOSGA2290N","Invalid PAN"
"UEWVV6391H","Invalid PAN"
"LQEJR241!D","Invalid PAN"
"XECEP901!X","Invalid PAN"
"SLBNG393!T","Invalid PAN"
"QYBQ50870J","Invalid PAN"
"GBOM84581G","Invalid PAN"
"HXA6003","Invalid PAN"
"FPXBY84202J","Invalid PAN"
"TBDMP2648Z","Valid PAN"
"GOURF645!I","Invalid PAN"
"CBFJN73477H","Invalid PAN"
"HVZNJ1899F","Invalid PAN"
"TZFWK0864Q","Valid PAN"
"SWKLO4389P","Valid PAN"
"AXFXY80277H","Invalid PAN"
"MOYHS640!U","Invalid PAN"
"NHFHZ0902B","Valid PAN"
"VDTXZ9122X","Invalid PAN"
"BFTML1733R","Invalid PAN"
"VRM7100","Invalid PAN"
"UUDGM5428B","Invalid PAN"
"PTVZ15502F","Invalid PAN"
"MHMC57882U","Invalid PAN"
"PKJXC2722V","Invalid PAN"
"WOSPH7358F","Valid PAN"
"NTHXN3475C","Valid PAN"
"CEHMB41087H","Invalid PAN"
"DZDTL060!N","Invalid PAN"
"APZZN197!D","Invalid PAN"
"CMNUH3403Q","Valid PAN"
"UGJA73066G","Invalid PAN"
"DZA2276","Invalid PAN"
"BSDOI8249C","Valid PAN"
"RQKO48982R","Invalid PAN"
"GEPNT1322K","Invalid PAN"
"JJZSL5436U","Invalid PAN"
"SJGOU04916S","Invalid PAN"
"VLFMQ7579T","Valid PAN"
"VFYVJ83369Z","Invalid PAN"
"SKZYU479!Q","Invalid PAN"
"TJFDW3014P","Valid PAN"
"UZLWG6606G","Invalid PAN"
"OVZES0562N","Valid PAN"
"DEYW62322W","Invalid PAN"
"PCV6369","Invalid PAN"
"XHKGW6256K","Valid PAN"
"CLDT77332A","Invalid PAN"
"DJLWV2209E","Invalid PAN"
"SXHYD911!J","Invalid PAN"
"USYEX2458A","Valid PAN"
"QIYQU7364S","Valid PAN"
"NTS7472","Invalid PAN"
"BEQ5166","Invalid PAN"
"HTLJS52592E","Invalid PAN"
"HHFE38243Y","Invalid PAN"
"VHAND623!W","Invalid PAN"
"MRSYR5912O","Valid PAN"
"ITABT150!M","Invalid PAN"
"NAIBA464!U","Invalid PAN"
"XYLMT3368X","Invalid PAN"
"XVXHP4650V","Valid PAN"
"AAKRL780!Q","Invalid PAN"
"NYSPX6724Z","Valid PAN"
"UYW1502","Invalid PAN"
"CDELT1463L","Valid PAN"
"DTLIT9470H","Valid PAN"
"ZCCA38875B","Invalid PAN"
"JNRBF16160H","Invalid PAN"
"ANOQZ0906J","Valid PAN"
"FPFMN02474B","Invalid PAN"
"JOI8685","Invalid PAN"
"TLX8401","Invalid PAN"
"FJICV8784U","Valid PAN"
"BGW6437","Invalid PAN"
"DXYDP96398N","Invalid PAN"
"RHUFM3364L","Invalid PAN"
"HHELW7069W","Invalid PAN"
"QTWBF5973T","Valid PAN"
"KCCZV338!K","Invalid PAN"
"RHCML273!Z","Invalid PAN"
"SCMPC16966I","Invalid PAN"
"YQKNR9992R","Invalid PAN"
"BRMHQ1074N","Valid PAN"
"CZTOC5057Z","Valid PAN"
"EXLUU5889Y","Invalid PAN"
"VMREE759!Q","Invalid PAN"
"NAXQB8013K","Valid PAN"
"CUVHM32781C","Invalid PAN"
"JXP8577","Invalid PAN"
"CNNPT34190O","Invalid PAN"
"HNGGA9402I","Invalid PAN"
"HZBYH277!T","Invalid PAN"
"OHEJA5460Y","Valid PAN"
"MKO2369","Invalid PAN"
"KWEGS34890E","Invalid PAN"
"GXGAQ0911S","Invalid PAN"
"KBIIK6536J","Invalid PAN"
"MHXNI3528C","Valid PAN"
"ETS4052","Invalid PAN"
"LQNRT5184J","Valid PAN"
"FPBTT6741Z","Invalid PAN"
"QZAXX86417B","Invalid PAN"
"PRJTF5232K","Valid PAN"
"GHQPH1631Z","Valid PAN"
"ZEU7512","Invalid PAN"
"CDBPZ8210G","Valid PAN"
"FYUTG4564N","Valid PAN"
"IEDMW6405R","Valid PAN"
"CNCR23971F","Invalid PAN"
"PYLFR7094X","Valid PAN"
"LZEHH943!W","Invalid PAN"
"UESIP1257W","Valid PAN"
"RSBPK229!R","Invalid PAN"
"INTPO2024A","Valid PAN"
"URT1380","Invalid PAN"
"RUTNG5991A","Invalid PAN"
"GSWKT9464S","Valid PAN"
"PIFSY60176I","Invalid PAN"
"KTQKA2282M","Invalid PAN"
"MTKYM1139B","Invalid PAN"
"ELLPM8261C","Invalid PAN"
"HBMM24394F","Invalid PAN"
"HNAIS2950S","Valid PAN"
"LVERB06798K","Invalid PAN"
"SQZNR20583D","Invalid PAN"
"YVYND5363P","Valid PAN"
"KLA9310","Invalid PAN"
"NMOAQ0146X","Valid PAN"
"ZDFTI4398H","Valid PAN"
"EQA1169","Invalid PAN"
"TODAH7990M","Invalid PAN"
"UBISQ6218B","Valid PAN"
"MZUZZ3863H","Invalid PAN"
"GVPD89860K","Invalid PAN"
"EFVSY4442W","Invalid PAN"
"LZKTM2507F","Valid PAN"
"RJEPV4841V","Valid PAN"
"YSQDE9108I","Valid PAN"
"ZLBPY9464X","Valid PAN"
"CRURZ4060I","Valid PAN"
"SSQXB2060R","Invalid PAN"
"LZLH06209Q","Invalid PAN"
"KJRUZ4911Z","Invalid PAN"
"ADPLX526!S","Invalid PAN"
"NDAU79532U","Invalid PAN"
"OBVGH473!B","Invalid PAN"
"WTZCF971!P","Invalid PAN"
"HUKAH6583R","Valid PAN"
"ASYFW3170E","Valid PAN"
"POBMB5199U","Invalid PAN"
"CBRIO3328H","Invalid PAN"
"VLFTS674!O","Invalid PAN"
"LZLXQ9550I","Invalid PAN"
"HKSPH7338D","Invalid PAN"
"CDSVR689!S","Invalid PAN"
"IZWVX4036M","Valid PAN"
"VVOQU4099Z","Invalid PAN"
"CIIYK264!X","Invalid PAN"
"BAIPA306!P","Invalid PAN"
"TKZUO1153D","Invalid PAN"
"SWSUL0733O","Invalid PAN"
"EUIPM0984V","Valid PAN"
"YTDEZ1826N","Valid PAN"
"VHXGN69736K","Invalid PAN"
"GXF2697","Invalid PAN"
"RDENC7110B","Invalid PAN"
"RHYQ55961M","Invalid PAN"
"VOXMM1979K","Invalid PAN"
"NJC0841","Invalid PAN"
"ZCGNO6431Z","Valid PAN"
"JNHNU7818O","Valid PAN"
"FFRR07996S","Invalid PAN"
"ZJUWZ911!F","Invalid PAN"
"DEJ1524","Invalid PAN"
"XORQT2111M","Invalid PAN"
"ZJGY46920L","Invalid PAN"
"UNPBT48867I","Invalid PAN"
"EDZY99850G","Invalid PAN"
"XBJHO01793U","Invalid PAN"
"WXDQ53072C","Invalid PAN"
"HPQOG9380X","Valid PAN"
"WBKRQ4676V","Valid PAN"
"PLDBP29501R","Invalid PAN"
"NGLO52694M","Invalid PAN"
"GMEZY577!M","Invalid PAN"
"XPIWU1465A","Valid PAN"
"OJG2053","Invalid PAN"
"ZNNRN7198R","Invalid PAN"
"SFHSX1238B","Valid PAN"
"RUFLB4108E","Valid PAN"
"WZHEH2555D","Invalid PAN"
"FGJSU168!F","Invalid PAN"
"PJOKF0275K","Valid PAN"
"ERVD30692G","Invalid PAN"
"VHGXE9860H","Valid PAN"
"IKQPL361!H","Invalid PAN"
"FSART6057W","Valid PAN"
"MVDGH5899C","Invalid PAN"
"CQSJI3907G","Valid PAN"
"AWMWL2426S","Valid PAN"
"ZDCAT0556O","Invalid PAN"
"GFKDN848!T","Invalid PAN"
"RKKPS8780Z","Invalid PAN"
"ADZES1650N","Valid PAN"
"FABRT9354L","Valid PAN"
"TWDLB6306N","Valid PAN"
"HMBCE228!O","Invalid PAN"
"NAVWW78144L","Invalid PAN"
"DAG2594","Invalid PAN"
"CTLVI1533K","Invalid PAN"
"PHGFG00406P","Invalid PAN"
"VBVTC431!S","Invalid PAN"
"DRGET7708T","Invalid PAN"
"JQILN07276A","Invalid PAN"
"SYNOO6970P","Invalid PAN"
"PQSUO67040U","Invalid PAN"
"NUA9614","Invalid PAN"
"PTMLW2542M","Valid PAN"
"QODWF88994H","Invalid PAN"
"KMWZV0078B","Invalid PAN"
"NZZUQ10621X","Invalid PAN"
"RGL6404","Invalid PAN"
"WJSYP53684B","Invalid PAN"
"QPGD16628O","Invalid PAN"
"XMNXE3745S","Valid PAN"
"PEFCI6123Q","Valid PAN"
"UDJRD8160F","Valid PAN"
"VPEEB7349Y","Invalid PAN"
"FHDFU3932O","Valid PAN"
"ECEVR19704M","Invalid PAN"
"XMCFS7894T","Valid PAN"
"ZJRR32283A","Invalid PAN"
"JOAID31199Z","Invalid PAN"
"LSJMB4359C","Valid PAN"
"XFIRU1413F","Valid PAN"
"VXDBO4209E","Valid PAN"
"LYRGN5569Y","Invalid PAN"
"GLZ8751","Invalid PAN"
"FJURG52856I","Invalid PAN"
"HFQOP7543A","Valid PAN"
"GJDIB1785G","Valid PAN"
"SNL0594","Invalid PAN"
"LMG3818","Invalid PAN"
"BYHEJ0462U","Valid PAN"
"SCTAI668!K","Invalid PAN"
"LSDK86859K","Invalid PAN"
"TIYSJ9556E","Invalid PAN"
"YHNMJ7297T","Valid PAN"
"OXRRQ7497Q","Invalid PAN"
"UIANQ30004E","Invalid PAN"
"KLCQE8679R","Valid PAN"
"MKYNJ1116E","Invalid PAN"
"MNW5430","Invalid PAN"
"FWIUL3031O","Valid PAN"
"JKKKU3228C","Invalid PAN"
"CASR11184J","Invalid PAN"
"HNNCI974!D","Invalid PAN"
"COSVG7525H","Valid PAN"
"NCSIC09360S","Invalid PAN"
"ENAZV6441T","Invalid PAN"
"ZUCJR5613V","Valid PAN"
"VRWUK180!Q","Invalid PAN"
"HKTGT8145W","Valid PAN"
"VBC5764","Invalid PAN"
"CXIEC976!F","Invalid PAN"
"TWDYE7628N","Valid PAN"
"RTSNT5732P","Valid PAN"
"IPFKQ2817P","Valid PAN"
"FWNSG4604Z","Valid PAN"
"UWQOP84581J","Invalid PAN"
"MTQME1138B","Invalid PAN"
"XYGSQ62963A","Invalid PAN"
"QZPRF7073U","Valid PAN"
"SURGD906!T","Invalid PAN"
"SRQVM8152W","Valid PAN"
"QCMGG8935T","Invalid PAN"
"ZKJAE4807C","Valid PAN"
"QUHCJ5199P","Invalid PAN"
"HSM7103","Invalid PAN"
"OVHQM21939U","Invalid PAN"
"HMYEO5392L","Valid PAN"
"MJMFJ22109Z","Invalid PAN"
"HRJEY0106F","Valid PAN"
"ATZNV2771F","Invalid PAN"
"CSHSK0010A","Invalid PAN"
"TKS5093","Invalid PAN"
"RUMQG6578G","Valid PAN"
"ZBAGT80045M","Invalid PAN"
"QTHCP6734I","Valid PAN"
"STZWN7881K","Invalid PAN"
"WDYZ05071A","Invalid PAN"
"CUL1900","Invalid PAN"
"UABIP3183X","Valid PAN"
"GQZI17247L","Invalid PAN"
"BULWX9535Z","Valid PAN"
"BEEHW2143F","Invalid PAN"
"ZAPTV1279N","Valid PAN"
"VLO4113","Invalid PAN"
"YGFTW4369J","Valid PAN"
"RAX7459","Invalid PAN"
"HXXBU0943H","Invalid PAN"
"UXS9923","Invalid PAN"
"TEVSZ262!Z","Invalid PAN"
"ZJTNQ7023R","Valid PAN"
"GRXER7705B","Invalid PAN"
"BDQSE0123I","Invalid PAN"
"JAPCI111!A","Invalid PAN"
"WZYVX7236D","Valid PAN"
"NSWAA5978S","Invalid PAN"
"TODBS3216F","Valid PAN"
"SJETO882!G","Invalid PAN"
"WEN0421","Invalid PAN"
"OKMEL2385T","Valid PAN"
"XSSFR0268L","Invalid PAN"
"KKRDO2072P","Invalid PAN"
"YMYUX3518A","Valid PAN"
"MOK2434","Invalid PAN"
"CPKQZ4600X","Invalid PAN"
"VAGGZ36785W","Invalid PAN"
"WVVNJ9067J","Invalid PAN"
"CTMIK494!Q","Invalid PAN"
"IGVGJ4040W","Valid PAN"
"VXXVO6627A","Invalid PAN"
"RQLPM987!V","Invalid PAN"
"JQAXP3358Y","Invalid PAN"
"PZWW53387M","Invalid PAN"
"HOYLX90006M","Invalid PAN"
"DTIEY6558W","Invalid PAN"
"TYFAQ6078T","Valid PAN"
"BGHLK5450X","Valid PAN"
"IUKYT193!T","Invalid PAN"
"PGZDE7313A","Valid PAN"
"AANTL24675C","Invalid PAN"
"LTRFP799!H","Invalid PAN"
"SCZE00770X","Invalid PAN"
"HCFLY9283O","Valid PAN"
"NJV6847","Invalid PAN"
"QEDNU9785B","Valid PAN"
"XSWCI3592D","Valid PAN"
"XFOSC2037A","Valid PAN"
"KNG3944","Invalid PAN"
"RZDUO8342L","Valid PAN"
"SPYH20341N","Invalid PAN"
"LQDTH3590B","Valid PAN"
"NLFQQ1942W","Invalid PAN"
"GCJRY0903G","Valid PAN"
"AWCJU23955G","Invalid PAN"
"DEONS862!E","Invalid PAN"
"NWCG74097H","Invalid PAN"
"LEPFS645!I","Invalid PAN"
"TLRAB6447E","Invalid PAN"
"VYLG78702R","Invalid PAN"
"FDPGB9808K","Valid PAN"
"FHQZ11896H","Invalid PAN"
"MARMY1755Y","Invalid PAN"
"MLK7929","Invalid PAN"
"ASA1008","Invalid PAN"
"USEGT0828G","Valid PAN"
"DPTXM8872W","Invalid PAN"
"SAAWV75784O","Invalid PAN"
"FIZSB8112T","Invalid PAN"
"QVA8819","Invalid PAN"
"KWTOL6350S","Valid PAN"
"DTB3626","Invalid PAN"
"DYIRB7892H","Valid PAN"
"JXHTR1931Z","Valid PAN"
"XFOZN3086A","Valid PAN"
"FWWYJ7411S","Invalid PAN"
"SRU9355","Invalid PAN"
"XKMBJ7516H","Valid PAN"
"HHQTW5558W","Invalid PAN"
"FIAUO0153U","Valid PAN"
"ZWOIP3064H","Valid PAN"
"IBDL96598P","Invalid PAN"
"YMKAE3305P","Invalid PAN"
"CMBUZ1205V","Valid PAN"
"INCXS7413N","Valid PAN"
"DBHS60196J","Invalid PAN"
"EKI4524","Invalid PAN"
"YZAOE0193Z","Valid PAN"
"AKD5771","Invalid PAN"
"OAVAA4141I","Invalid PAN"
"CQSHP7202A","Valid PAN"
"ISQDA8741Q","Valid PAN"
"RCZFH6638U","Invalid PAN"
"PYW0663","Invalid PAN"
"OJA7743","Invalid PAN"
"DMWSB0697K","Valid PAN"
"EPBLH129!S","Invalid PAN"
"FNTVO47851Y","Invalid PAN"
"HMTRA1006A","Invalid PAN"
"SNLKB62665I","Invalid PAN"
"CVKH39129Y","Invalid PAN"
"UHTGQ6830B","Valid PAN"
"RUCKH5386A","Valid PAN"
"GBQ7192","Invalid PAN"
"CNM2482","Invalid PAN"
"WTWFI62184S","Invalid PAN"
"ZCBCM5710D","Valid PAN"
"VDONE6913G","Valid PAN"
"ZKNS14743S","Invalid PAN"
"RLYT78338N","Invalid PAN"
"JSFWQ8259J","Valid PAN"
"UHQKW2546C","Valid PAN"
"TREZJ08776Z","Invalid PAN"
"KXOJY2910A","Valid PAN"
"LHCHZ9336M","Invalid PAN"
"UWORF8388P","Invalid PAN"
"PLEZO0157O","Valid PAN"
"YFKYR5163T","Valid PAN"
"PGQTX5362Q","Valid PAN"
"DXT7010","Invalid PAN"
"HVZBS0380L","Valid PAN"
"ZVATF9644P","Invalid PAN"
"CIHNG0967P","Valid PAN"
"JLVAS5471P","Valid PAN"
"FVDDE4711W","Invalid PAN"
"WUIJU2803N","Valid PAN"
"JRCI10799K","Invalid PAN"
"LKK1200","Invalid PAN"
"SITOE47408E","Invalid PAN"
"MLPVH77297K","Invalid PAN"
"VKGFJ0087C","Invalid PAN"
"MUYCJ2238H","Invalid PAN"
"FHOHJ4589W","Valid PAN"
"FQGXT9845K","Valid PAN"
"KCP2073","Invalid PAN"
"YLBJU3247G","Valid PAN"
"AOWPH0612Q","Valid PAN"
"KQBVE8060G","Valid PAN"
"LZVMF1963Z","Valid PAN"
"DBSNJ6093D","Valid PAN"
"LIK3933","Invalid PAN"
"TKGU70855H","Invalid PAN"
"NIYKX8418B","Valid PAN"
"FSL1444","Invalid PAN"
"OXFGJ4565W","Valid PAN"
"DBHTN26000P","Invalid PAN"
"IVRGF3624W","Valid PAN"
"JLAWP5766D","Invalid PAN"
"VRPIR6808J","Valid PAN"
"TVCOU35601V","Invalid PAN"
"FJFRU6496D","Valid PAN"
"TVBQK5997U","Invalid PAN"
"TXTWN9800T","Invalid PAN"
"BYILZ9168I","Valid PAN"
"ABWVQ168!C","Invalid PAN"
"ERCPW667!I","Invalid PAN"
"BUMDR551!O","Invalid PAN"
"GXUX92395E","Invalid PAN"
"HJLWW1202H","Invalid PAN"
"PLXYR1110C","Invalid PAN"
"GSYME6569G","Valid PAN"
"XWNEX5746X","Valid PAN"
"FTZEE6857S","Invalid PAN"
"ORWAS412!A","Invalid PAN"
"QEH3704","Invalid PAN"
"CDTNF670!F","Invalid PAN"
"ZYGGJ5220D","Invalid PAN"
"MCJ7215","Invalid PAN"
"EVQIP7598B","Valid PAN"
"SICVC9182T","Valid PAN"
"JVPYR52307F","Invalid PAN"
"GNKGC2324A","Valid PAN"
"QQFGZ7673O","Invalid PAN"
"PEOZM7158C","Valid PAN"
"MGEPH6532A","Valid PAN"
"JGD1862","Invalid PAN"
"PVM1120","Invalid PAN"
"XMSME1865O","Valid PAN"
"GIKKW7730N","Invalid PAN"
"MIEYO9258T","Valid PAN"
"TPDHC5602X","Valid PAN"
"AUR1897","Invalid PAN"
"ZURUW9209P","Valid PAN"
"QOIYR7119I","Invalid PAN"
"OFSOQ0599R","Invalid PAN"
"FQQSQ0097N","Invalid PAN"
"AWWW34565C","Invalid PAN"
"NWIDP4910D","Valid PAN"
"DHAYJ2634G","Valid PAN"
"DGIMP3133S","Invalid PAN"
"JUHPF58807C","Invalid PAN"
"VWTVP8478Q","Valid PAN"
"BKY5860","Invalid PAN"
"SMEKE081!T","Invalid PAN"
"PIDNL8729I","Valid PAN"
"THTYF6192G","Valid PAN"
"JOLON8236Y","Valid PAN"
"NICVW1664K","Invalid PAN"
"RYACK92588Z","Invalid PAN"
"WYAYJ0366V","Invalid PAN"
"MXOW37159U","Invalid PAN"
"CSW8845","Invalid PAN"
"URJBV58345O","Invalid PAN"
"VPVW01016A","Invalid PAN"
"TEINF009!Q","Invalid PAN"
"UTX5894","Invalid PAN"
"RANQB7660U","Invalid PAN"
"TXGWY3555I","Invalid PAN"
"VUR3400","Invalid PAN"
"BTC4787","Invalid PAN"
"QNZWH9984C","Invalid PAN"
"FJFNJ295!B","Invalid PAN"
"AUSFK33990R","Invalid PAN"
"YQG2230","Invalid PAN"
"FQYWK0543A","Valid PAN"
"NPUVL9455C","Invalid PAN"
"DLQBP2172Q","Valid PAN"
"KIJWJ1542G","Valid PAN"
"BDYUU3251Z","Invalid PAN"
"FDLFV8252O","Valid PAN"
"BAEL63722P","Invalid PAN"
"PTP4648","Invalid PAN"
"DUVSS92156O","Invalid PAN"
"ACRRL7257U","Invalid PAN"
"DYVJJ6644C","Invalid PAN"
"AODDP73212P","Invalid PAN"
"HEFME7278R","Valid PAN"
"AVLUT8570C","Valid PAN"
"THJA92109I","Invalid PAN"
"EMPZJ0507O","Valid PAN"
"JUXBR66397W","Invalid PAN"
"FIDLR1589S","Valid PAN"
"PDWG51266Q","Invalid PAN"
"QQLYW787!F","Invalid PAN"
"WSXIC07668A","Invalid PAN"
"BXGML3975J","Valid PAN"
"QZHJT1646S","Valid PAN"
"AGUFH5674I","Valid PAN"
"PXIXA3260H","Valid PAN"
"RJY8686","Invalid PAN"
"PCUAB596!K","Invalid PAN"
"WTUVM0604A","Valid PAN"
"RTOFU1285F","Valid PAN"
"RWJON96864Y","Invalid PAN"
"CJF4860","Invalid PAN"
"DCLVJ2398Y","Valid PAN"
"WNQHV4164W","Valid PAN"
"GZDPZ00640Y","Invalid PAN"
"CNGWL7633H","Invalid PAN"
"DBMHR2178D","Valid PAN"
"JEQI00414P","Invalid PAN"
"VKSFP7834V","Valid PAN"
"IYZAM138!Q","Invalid PAN"
"AEGNW10986S","Invalid PAN"
"SIZGL6204Z","Valid PAN"
"SCSEK5534R","Invalid PAN"
"MJBWT7322V","Invalid PAN"
"WFTRP3530Q","Valid PAN"
"ZSROM8114L","Invalid PAN"
"HVHCJ81276Z","Invalid PAN"
"MXTAZ8168H","Valid PAN"
"GBDXI4348C","Valid PAN"
"KXLYC43574J","Invalid PAN"
"PPKKV0412O","Invalid PAN"
"WBIZU4000J","Invalid PAN"
"BPEKP11932L","Invalid PAN"
"KUPKA8299I","Invalid PAN"
"IPAES7684I","Valid PAN"
"SMCAA3887D","Invalid PAN"
"CKGW59082S","Invalid PAN"
"AXAAN0925G","Invalid PAN"
"BCMRS4449L","Invalid PAN"
"UEGFX680!N","Invalid PAN"
"XPYOB272!M","Invalid PAN"
"DXHFQ7623F","Valid PAN"
"NWPVT553!Z","Invalid PAN"
"CYY3659","Invalid PAN"
"FZRWP7067D","Valid PAN"
"DXRUL5641V","Valid PAN"
"RARDS81632T","Invalid PAN"
"RJMYU4196S","Valid PAN"
"LQPAM5507K","Invalid PAN"
"HJQP45004I","Invalid PAN"
"ZDURW4137P","Valid PAN"
"VQMDC8981R","Valid PAN"
"BRZVD4982O","Valid PAN"
"YUCKT1343Z","Valid PAN"
"TZZED3201G","Invalid PAN"
"HJCO95119M","Invalid PAN"
"KVGM55574R","Invalid PAN"
"EQSL31307M","Invalid PAN"
"KFGRQ1300U","Invalid PAN"
"COJTY418!B","Invalid PAN"
"VINJ05038I","Invalid PAN"
"HCSBN4300P","Invalid PAN"
"GHTUO0443Y","Invalid PAN"
"LHGJJ7772L","Invalid PAN"
"IFVW34717O","Invalid PAN"
"LKZNJ0757T","Valid PAN"
"XMGJC11316Q","Invalid PAN"
"AMXTI073!Q","Invalid PAN"
"WJCQY0362Z","Valid PAN"
"FFQLH568!D","Invalid PAN"
"PBZPQ15239D","Invalid PAN"
"YTGWB094!W","Invalid PAN"
"MIGYA6431C","Valid PAN"
"NGAOW0792A","Valid PAN"
"VAQDT8558A","Invalid PAN"
"WED1778","Invalid PAN"
"TWYJ29655H","Invalid PAN"
"XMXRC439!V","Invalid PAN"
"ZWEAZ0785R","Valid PAN"
"AMNSF0576Y","Valid PAN"
"YHJ0370","Invalid PAN"
"CRFJB5270P","Valid PAN"
"STH5925","Invalid PAN"
"UMUCJ4205X","Valid PAN"
"NJF1134","Invalid PAN"
"SYKRW03643I","Invalid PAN"
"MZGH38653X","Invalid PAN"
"ZZKTU628!P","Invalid PAN"
"ELNYP83825A","Invalid PAN"
"JAU5905","Invalid PAN"
"ESWLG8129X","Valid PAN"
"AULSI3931M","Valid PAN"
"ZUZCF0424L","Valid PAN"
"THT1366","Invalid PAN"
"DHCVF7869G","Valid PAN"
"COPKF4059T","Valid PAN"
"DQXPR0159F","Valid PAN"
"KGSKP9059H","Valid PAN"
"VTZWB5636K","Valid PAN"
"BNQVN6238B","Valid PAN"
"ROJ3617","Invalid PAN"
"WZWQV3617F","Valid PAN"
"RUGZN6565H","Valid PAN"
"UNQDR6408D","Valid PAN"
"FKPWC175!S","Invalid PAN"
"WVUHH9792Y","Invalid PAN"
"MPNSL4486L","Invalid PAN"
"YWUEV1570E","Valid PAN"
"IHFKR9617J","Valid PAN"
"XSIOE1087Q","Valid PAN"
"ZMAWB2238Z","Invalid PAN"
"CBQVF9074F","Valid PAN"
"UNYQI45274I","Invalid PAN"
"ZAF7097","Invalid PAN"
"QZZGX8272Y","Invalid PAN"
"RTDMZ1478B","Valid PAN"
"AUGMA8759C","Valid PAN"
"ODYOK9719U","Valid PAN"
"NPABL2592Y","Valid PAN"
"MGZL65669L","Invalid PAN"
"VUD2706","Invalid PAN"
"SRQL69209B","Invalid PAN"
"NAJTX4011K","Invalid PAN"
"DLDKE150!C","Invalid PAN"
"MAUNE21922R","Invalid PAN"
"ISPND6442Q","Invalid PAN"
"NOW8065","Invalid PAN"
"WCZDJ445!L","Invalid PAN"
"PQBRH9156G","Valid PAN"
"RRHXS9046T","Invalid PAN"
"ZGV0371","Invalid PAN"
"TVCPV2878Z","Valid PAN"
"TZTT96069Z","Invalid PAN"
"NZL2656","Invalid PAN"
"DKOOF2409J","Invalid PAN"
"TKXZG8161I","Valid PAN"
"SYDRO961!L","Invalid PAN"
"OQCNY819!I","Invalid PAN"
"JEFAY31618S","Invalid PAN"
"IDLEE9589M","Invalid PAN"
"HAGTJ523!J","Invalid PAN"
"VUIA19119S","Invalid PAN"
"ACJHL1881M","Invalid PAN"
"YKSYC4667V","Invalid PAN"
"XAEZU053!G","Invalid PAN"
"KTZO67984S","Invalid PAN"
"ESFEK2225J","Invalid PAN"
"EEF6380","Invalid PAN"
"HDUHO0614G","Valid PAN"
"UKZBG22693U","Invalid PAN"
"SCHIP1445A","Invalid PAN"
"BGUSO7681U","Valid PAN"
"CTINX1344K","Invalid PAN"
"RKKWY2138H","Invalid PAN"
"AUN9925","Invalid PAN"
"QBIOW0392P","Valid PAN"
"ESPSV8096S","Valid PAN"
"POPRL2556Q","Invalid PAN"
"AKNR15935D","Invalid PAN"
"VNL7482","Invalid PAN"
"XKDSE0089J","Invalid PAN"
"XLQAW7947E","Valid PAN"
"MDYNT17507K","Invalid PAN"
"QGZET0615Y","Valid PAN"
"QXQRG2808M","Valid PAN"
"WZWSO65224E","Invalid PAN"
"CSETM9512N","Valid PAN"
"VEVXV1934U","Valid PAN"
"GLEXQ1404U","Valid PAN"
"YOFO35078K","Invalid PAN"
"PJMXP6274B","Valid PAN"
"TGHEP65233D","Invalid PAN"
"STGUL7726Z","Invalid PAN"
"DYCID1969O","Valid PAN"
"YQBFF6227X","Invalid PAN"
"PEOPR07301Q","Invalid PAN"
"DDJXS7688D","Invalid PAN"
"AMNYD20580J","Invalid PAN"
"HPWF44822W","Invalid PAN"
"LZVST49137K","Invalid PAN"
"AZUEM6565L","Valid PAN"
"RJZ5658","Invalid PAN"
"BLEQC932!E","Invalid PAN"
"RHCDV3762V","Valid PAN"
"ASZOJ552!T","Invalid PAN"
"IWGFT984!Z","Invalid PAN"
"YOMKO9317P","Valid PAN"
"AMMCU85332B","Invalid PAN"
"FIFWH7095R","Valid PAN"
"ASOZR5830K","Valid PAN"
"HFRT08791B","Invalid PAN"
"ROJ9926","Invalid PAN"
"MUPE29175T","Invalid PAN"
"NPVWQ2746A","Valid PAN"
"UDMHI3223F","Invalid PAN"
